,node_from,node_to
81376,13909,25000
81377,13909,30392
81378,13909,20850
81379,13909,2380
81380,11864,949
81381,11864,21123
81382,11864,28985
81383,11864,9328
81384,11864,6173
81385,19665,10888
81386,19665,30060
81387,19665,9058
81388,9749,11245
81389,9749,18960
81390,9749,17451
81391,21123,12272
81392,21123,28985
81393,21123,6173
81394,21123,28194
81395,30974,12872
81396,30974,5650
81397,30974,27322
81398,22375,1469
81399,22375,8915
81400,22375,12465
81401,22375,31688
81402,16027,26152
81403,16027,26953
81404,11856,13576
81405,11856,28960
81406,11856,6280
81407,24900,10027
81408,24900,18077
81409,24900,27828
81410,26543,20848
81411,26543,1159
81412,26543,10708
81413,26543,429
81414,26543,7968
81415,9764,2589
81416,9764,12473
81417,9764,3302
81418,9764,25113
81419,10533,30444
81420,10533,17060
81421,10533,11268
81422,10533,14768
81423,10533,4723
81424,25000,30081
81425,25000,30392
81426,25000,20850
81427,7806,21773
81428,7806,28627
81429,7806,7280
81430,7806,22135
81431,7806,12583
81432,27167,30856
81433,15251,27167
81434,15251,13769
81435,15251,22376
81436,15251,9183
81437,32032,30627
81438,32032,17695
81439,32032,5605
81440,32032,5354
81441,5721,21773
81442,5721,1446
81443,5721,9221
81444,5721,11152
81445,5721,15603
81446,13769,10108
81447,13769,9183
81448,13769,15276
81449,31128,949
81450,31128,19534
81451,31128,29986
81452,31128,3737
81453,19534,949
81454,19534,3219
81455,19534,3737
81456,6481,20616
81457,6481,16699
81458,6481,26074
81459,6481,19119
81460,23242,1251
81461,23242,24626
81462,23242,13075
81463,19185,12872
81464,19185,26208
81465,19185,7009
81466,19185,10708
81467,19185,7968
81468,27809,24735
81469,27809,22035
81470,13226,26152
81471,13226,26953
81472,13226,9676
81473,25913,1995
81474,25913,30
81475,25913,18630
81476,10451,28060
81477,10451,17818
81478,10451,31266
81479,10451,3885
81480,10451,18581
81481,26270,23319
81482,26270,4051
81483,26270,10409
81484,26270,13770
81485,22855,1950
81486,22855,23204
81487,22855,27382
81488,18960,11245
81489,18960,22693
81490,18960,17451
81491,15531,18075
81492,15531,25707
81493,20145,15361
81494,20145,10743
81495,20145,25138
81496,20145,2217
81497,20145,17713
81498,17695,30627
81499,17695,5605
81500,17695,5354
81501,19149,24735
81502,19149,3219
81503,19149,17112
81504,18635,13702
81505,18635,12616
81506,18635,16668
81507,18635,23965
81508,27620,20616
81509,27620,24251
81510,27620,23916
81511,27620,2019
81512,27620,24170
81513,17319,30856
81514,20102,17319
81515,20102,13636
81516,20102,9306
81517,20102,22616
81518,12381,30856
81519,12381,5757
81520,12381,18915
81521,23441,12381
81522,23441,18806
81523,23441,29900
81524,23441,10545
81525,23441,18692
81526,11946,6403
81527,11946,17852
81528,11946,14099
81529,26403,20616
81530,29650,1469
81531,29650,31031
81532,29650,10297
81533,29650,9097
81534,29650,29438
81535,3297,1478
81536,3297,18802
81537,30060,10888
81538,30060,9058
81539,1804,15361
81540,1804,29475
81541,1804,13351
81542,1804,11321
81543,1804,12765
81544,15200,30856
81545,15200,391
81546,15921,15200
81547,15921,19272
81548,15921,28177
81549,6659,12272
81550,6659,10797
81551,6659,27663
81552,18031,13824
81553,18031,27884
81554,18031,8965
81555,1640,4950
81556,1640,2990
81557,1640,22035
81558,21734,25345
81559,21734,7047
81560,21734,12054
81561,21734,29579
81562,21734,26177
81563,15543,14932
81564,15543,20276
81565,15543,11081
81566,25896,10099
81567,25896,4683
81568,25896,15814
81569,25896,12748
81570,11785,5328
81571,11785,18077
81572,11785,14854
81573,5128,32108
81574,5128,15127
81575,5128,11954
81576,5128,11715
81577,28985,949
81578,28985,28194
81579,28985,3737
81580,8292,20920
81581,8292,11352
81582,8292,16668
81583,15115,30803
81584,15115,5690
81585,15115,18897
81586,15115,14278
81587,15115,7039
81588,16939,14019
81589,16939,19401
81590,16939,20769
81591,16939,14716
81592,1371,8076
81593,1371,20313
81594,318,15361
81595,318,18784
81596,318,12765
81597,318,27120
81598,15547,30856
81599,7165,15547
81600,7165,24599
81601,7165,10381
81602,28960,13576
81603,28960,6280
81604,28960,23519
81605,28592,20920
81606,28592,27840
81607,20158,20616
81608,20158,23916
81609,20158,2019
81610,20158,3813
81611,20158,22616
81612,26783,25982
81613,26783,27625
81614,26783,22882
81615,26783,9112
81616,13636,21785
81617,13636,21652
81618,13636,19590
81619,13636,22616
81620,18813,17243
81621,18813,10297
81622,18813,30199
81623,18813,15635
81624,14634,12523
81625,14634,11113
81626,14634,16102
81627,26978,30444
81628,26978,3295
81629,26978,31020
81630,26978,3213
81631,14386,20848
81632,14386,26005
81633,14386,30808
81634,27550,2624
81635,27550,15803
81636,27550,13234
81637,27550,20895
81638,23323,30856
81639,16320,23323
81640,16320,5131
81641,26208,12872
81642,26208,4744
81643,26208,8990
81644,26208,7009
81645,21588,24942
81646,21588,17633
81647,19232,1995
81648,19232,6715
81649,19232,24005
81650,19232,24166
81651,31799,24867
81652,31799,13074
81653,31799,13654
81654,11487,30444
81655,11487,3295
81656,11487,8513
81657,11487,13230
81658,11123,20848
81659,11123,2839
81660,13823,14019
81661,13823,457
81662,13823,1324
81663,13823,27726
81664,13879,8557
81665,13879,20074
81666,13879,5890
81667,13879,10828
81668,12616,13702
81669,12616,9520
81670,12616,23965
81671,8899,20616
81672,8899,25086
81673,18468,30444
81674,18468,161
81675,18468,4723
81676,18468,16081
81677,24251,19252
81678,24251,5865
81679,24251,23916
81680,24251,24170
81681,3295,30444
81682,3295,31020
81683,3295,3213
81684,29466,31777
81685,29466,31911
81686,29466,20703
81687,29466,5585
81688,28930,8076
81689,28930,2582
81690,28930,2942
81691,28930,18705
81692,20419,25982
81693,20419,31269
81694,20419,17734
81695,20419,20305
81696,20419,26314
81697,14953,10386
81698,14953,24586
81699,14953,14204
81700,14953,24199
81701,21106,10888
81702,21106,16106
81703,15461,10108
81704,15461,23824
81705,15461,7831
81706,14243,10888
81707,2503,21785
81708,2503,17176
81709,2503,29554
81710,2503,20672
81711,2503,25344
81712,31911,31777
81713,31911,15898
81714,31911,14278
81715,31911,9480
81716,11726,10888
81717,11726,19041
81718,11726,16385
81719,5650,12872
81720,5650,2203
81721,31031,1469
81722,31031,10297
81723,31031,9097
81724,31031,29438
81725,3331,9109
81726,3331,18475
81727,3331,28333
81728,9489,19875
81729,9489,31461
81730,9489,17066
81731,9489,5934
81732,9328,21773
81733,9328,1120
81734,9328,1883
81735,28270,14019
81736,28270,16987
81737,28270,22139
81738,28270,31252
81739,14610,24867
81740,14610,4683
81741,14610,10623
81742,5757,30856
81743,5757,18915
81744,5757,13105
81745,13614,5757
81746,13614,12203
81747,13614,26703
81748,13614,22691
81749,13614,10781
81750,21309,2191
81751,21309,28627
81752,21309,17233
81753,21309,31901
81754,22693,11245
81755,22693,10381
81756,18351,28538
81757,18351,9415
81758,18351,361
81759,18351,7696
81760,13074,24867
81761,6715,1995
81762,6715,30
81763,6715,24005
81764,6715,18630
81765,16448,18433
81766,16448,26953
81767,27920,1950
81768,27920,26005
81769,27920,30808
81770,27920,4892
81771,19202,25345
81772,19202,11077
81773,19202,12054
81774,19202,29579
81775,19202,12283
81776,27619,24942
81777,27619,26074
81778,27619,19119
81779,27619,7335
81780,20703,31777
81781,20703,15898
81782,20703,5585
81783,23618,30444
81784,23618,11268
81785,23618,8159
81786,23618,6365
81787,29287,28538
81788,29287,28229
81789,29287,19041
81790,29287,3394
81791,29287,20112
81792,9404,1478
81793,9404,28597
81794,9404,6955
81795,25086,24942
81796,25086,7335
81797,31367,5757
81798,31367,12203
81799,31367,10742
81800,31367,25089
81801,31367,7032
81802,5690,30803
81803,5690,14278
81804,849,13576
81805,849,7878
81806,849,5066
81807,1619,6403
81808,1619,17852
81809,22724,29472
81810,22724,17439
81811,22724,28001
81812,17804,12381
81813,17804,18806
81814,17804,10545
81815,17804,18692
81816,17804,15043
81817,19764,20920
81818,14910,12381
81819,14910,12203
81820,14910,22691
81821,14910,15208
81822,14910,10826
81823,3219,949
81824,3219,8293
81825,3219,3302
81826,1637,30444
81827,1637,462
81828,24626,1251
81829,24626,31088
81830,6699,32108
81831,6699,9789
81832,6699,11715
81833,30475,9109
81834,30475,6065
81835,30475,161
81836,30475,3665
81837,4605,10783
81838,4605,18060
81839,4605,5685
81840,16699,20616
81841,16699,26074
81842,16699,17422
81843,16699,19119
81844,10297,17243
81845,1120,21773
81846,1120,1883
81847,1120,11152
81848,19272,15200
81849,19272,28177
81850,19272,6491
81851,8513,30444
81852,8513,13230
81853,8513,6974
81854,1777,13791
81855,1777,26608
81856,1777,2669
81857,5098,29472
81858,5098,26708
81859,5098,18060
81860,3884,7490
81861,3884,20108
81862,3884,30875
81863,3884,28784
81864,19810,23323
81865,19810,5131
81866,19810,16102
81867,23824,10108
81868,23824,7831
81869,23824,15276
81870,2990,4950
81871,2990,22035
81872,19644,10099
81873,19644,28148
81874,19644,30284
81875,19644,7736
81876,24586,10386
81877,24586,14204
81878,24586,24199
81879,24586,17743
81880,24586,12204
81881,27980,31777
81882,27980,8411
81883,27980,19512
81884,24160,29472
81885,24160,26708
81886,24160,14956
81887,24160,11870
81888,12419,18616
81889,12419,7047
81890,12419,12200
81891,28148,19252
81892,28148,5865
81893,11113,2459
81894,21658,9109
81895,13208,28060
81896,13208,17818
81897,13208,10212
81898,13208,8198
81899,462,30444
81900,462,31020
81901,462,18687
81902,6727,20694
81903,6727,26201
81904,6727,21506
81905,4021,949
81906,4021,8293
81907,4021,29986
81908,24353,17243
81909,24353,24285
81910,24353,22448
81911,24353,17104
81912,30970,28538
81913,30970,28229
81914,30970,3394
81915,15803,2624
81916,15803,13234
81917,15803,8011
81918,15803,23055
81919,28229,28538
81920,28229,6576
81921,28229,3394
81922,28597,1478
81923,28597,15805
81924,28597,20226
81925,28597,4389
81926,15860,30468
81927,15860,26608
81928,15860,13572
81929,15860,9102
81930,13809,20616
81931,13809,5151
81932,13809,9965
81933,13809,29473
81934,6163,27167
81935,6163,19095
81936,6163,5354
81937,6163,2921
81938,1994,17243
81939,1994,7977
81940,1994,9719
81941,2249,2459
81942,2249,9084
81943,2249,26380
81944,2249,30525
81945,29530,10909
81946,29530,26509
81947,29530,25195
81948,17818,28060
81949,17818,10212
81950,17818,31266
81951,17818,8198
81952,457,26152
81953,457,28037
81954,18485,2589
81955,18485,3882
81956,10797,15547
81957,10797,27663
81958,10797,17458
81959,11077,25345
81960,11077,6280
81961,11077,22311
81962,28627,6403
81963,28627,728
81964,28627,7280
81965,10212,13824
81966,10212,27884
81967,10212,8965
81968,8520,18433
81969,8520,26509
81970,18806,12655
81971,18806,18692
81972,18806,9703
81973,9097,1469
81974,9097,29438
81975,1822,17243
81976,1822,13770
81977,17060,30444
81978,17060,14768
81979,17060,4723
81980,17060,6974
81981,20074,2624
81982,20074,5890
81983,20074,10828
81984,19095,27167
81985,19095,32069
81986,19095,22935
81987,19095,2921
81988,8915,26152
81989,8915,28037
81990,8915,31688
81991,12473,24735
81992,12473,17112
81993,12473,3302
81994,10224,14019
81995,10224,29124
81996,5865,19252
81997,9084,2459
81998,9084,14075
81999,9084,31597
82000,26708,29472
82001,21652,21785
82002,21652,19590
82003,21652,5646
82004,21652,4656
82005,14075,9137
82006,14075,31327
82007,14075,31597
82008,14075,30525
82009,30851,32108
82010,30851,9789
82011,32069,27167
82012,32069,16406
82013,32069,24587
82014,32069,2921
82015,23906,9137
82016,4744,12872
82017,4744,8990
82018,4744,7009
82019,4683,10099
82020,4683,10182
82021,7047,25345
82022,7047,29579
82023,7047,12200
82024,7047,5898
82025,1159,12872
82026,1159,429
82027,1159,7968
82028,19041,28538
82029,19041,16385
82030,19041,6576
82031,19041,3394
82032,8411,31777
82033,8411,30875
82034,8411,19512
82035,16829,18433
82036,16829,17776
82037,16829,15779
82038,391,30856
82039,26544,391
82040,26544,26798
82041,26544,28177
82042,9333,30444
82043,9333,16081
82044,8844,10386
82045,8844,6172
82046,8844,10368
82047,22376,9109
82048,22376,7261
82049,22376,27136
82050,22376,14124
82051,6172,10386
82052,6172,29438
82053,6172,10368
82054,13234,18075
82055,13234,20895
82056,26798,391
82057,26798,28177
82058,1324,14019
82059,1324,2609
82060,1324,23646
82061,1324,27726
82062,16329,9738
82063,16329,2638
82064,16329,30681
82065,16329,16662
82066,24582,21785
82067,24582,17142
82068,24582,9875
82069,10182,10099
82070,10182,14524
82071,24027,18223
82072,24027,9915
82073,24027,5730
82074,24027,9259
82075,24027,3574
82076,5307,17243
82077,5307,23497
82078,5307,9719
82079,27884,13824
82080,27884,8965
82081,16862,18616
82082,16862,20108
82083,16862,29455
82084,16862,5898
82085,9058,10888
82086,9058,20276
82087,31584,18223
82088,31584,11173
82089,20329,8076
82090,20329,27717
82091,20329,4420
82092,20329,10095
82093,6065,9109
82094,6065,5163
82095,6065,18540
82096,6065,3665
82097,15814,10099
82098,15814,12748
82099,21900,19974
82100,21900,31327
82101,21900,29274
82102,21900,30525
82103,21900,17728
82104,31787,5328
82105,31787,29900
82106,31787,14854
82107,18897,21785
82108,18897,7039
82109,18897,9875
82110,17283,30444
82111,17283,5151
82112,17283,9965
82113,17283,8159
82114,17283,17153
82115,24285,17243
82116,24285,2464
82117,24285,15635
82118,17233,2191
82119,17233,9221
82120,17233,5934
82121,17233,13635
82122,24599,15547
82123,24599,27663
82124,24599,5334
82125,24599,20615
82126,27982,17319
82127,27982,17176
82128,27982,17142
82129,27982,9306
82130,27982,25344
82131,18062,14932
82132,18062,12880
82133,18062,14067
82134,17852,21773
82135,26074,24942
82136,26074,104
82137,5605,30627
82138,30,1995
82139,30,12095
82140,16385,28538
82141,17112,24735
82142,17112,3302
82143,17176,21785
82144,17176,25344
82145,728,6403
82146,728,7280
82147,728,15431
82148,2582,23584
82149,2582,2942
82150,25912,24867
82151,25912,17633
82152,25912,28515
82153,8965,13824
82154,8965,25600
82155,7029,7490
82156,7029,161
82157,7029,44
82158,1446,21773
82159,1446,30614
82160,1446,9221
82161,1446,11152
82162,15805,1478
82163,15805,28248
82164,15805,20226
82165,15805,4389
82166,8293,949
82167,8293,25113
82168,6576,28538
82169,6576,3394
82170,15816,30081
82171,15816,3314
82172,15816,9880
82173,15816,9708
82174,8990,12872
82175,8990,7009
82176,14096,13702
82177,14096,4684
82178,14096,3885
82179,14096,9520
82180,14096,23965
82181,26953,18433
82182,13513,437
82183,13513,27822
82184,9183,27167
82185,9183,22935
82186,16987,14019
82187,16987,2609
82188,16987,31252
82189,16987,11173
82190,5890,2624
82191,5890,10828
82192,14204,10386
82193,14204,24199
82194,14204,12204
82195,31266,28060
82196,31266,18581
82197,3302,949
82198,3302,25113
82199,24164,19974
82200,24164,614
82201,24164,31327
82202,24164,5932
82203,24164,17778
82204,7261,9109
82205,7261,27136
82206,7261,14124
82207,7261,18989
82208,7261,25150
82209,20108,9738
82210,20108,23631
82211,20108,20210
82212,24199,10386
82213,9789,32108
82214,9789,11715
82215,27822,437
82216,27822,12540
82217,27822,21506
82218,15737,2459
82219,17422,24867
82220,17422,16355
82221,18784,23319
82222,18784,13351
82223,18784,12765
82224,12054,25345
82225,12054,29579
82226,12054,12283
82227,12054,29455
82228,21403,13576
82229,21403,25155
82230,21403,23448
82231,31269,25982
82232,31269,17734
82233,31269,20305
82234,31269,26314
82235,29579,25345
82236,30199,17243
82237,30199,2464
82238,30199,15635
82239,30199,19293
82240,2638,30803
82241,2638,3830
82242,28248,18075
82243,28248,20226
82244,28248,25707
82245,28248,17334
82246,26380,2459
82247,26380,8800
82248,7280,6403
82249,7280,29651
82250,7280,12583
82251,23916,20616
82252,23916,2019
82253,23916,29473
82254,29986,949
82255,29986,9111
82256,20226,18075
82257,20226,17334
82258,31020,30444
82259,31020,3213
82260,19401,32108
82261,19401,25149
82262,19401,10774
82263,19401,20769
82264,2609,14019
82265,15127,32108
82266,15127,11954
82267,15127,22419
82268,3882,2589
82269,3882,7573
82270,3882,27780
82271,2839,20848
82272,2839,429
82273,2839,30955
82274,24201,19974
82275,24201,27840
82276,17451,4950
82277,25149,14695
82278,25149,23204
82279,6280,25345
82280,2019,20616
82281,2019,3813
82282,7831,23584
82283,7009,12872
82284,11352,12655
82285,11352,16668
82286,11954,14695
82287,11954,16289
82288,4684,13824
82289,4684,3885
82290,16106,10888
82291,26608,13791
82292,26608,2669
82293,26608,7573
82294,7977,17243
82295,7977,22448
82296,7977,17104
82297,11268,30444
82298,11268,8159
82299,17196,24867
82300,17196,10514
82301,17196,32052
82302,17196,24430
82303,26509,10909
82304,2464,17243
82305,2464,15635
82306,10774,32108
82307,10774,11715
82308,18077,10027
82309,28177,15200
82310,28177,6491
82311,614,19974
82312,614,25911
82313,10708,12872
82314,10708,7968
82315,15898,31777
82316,15898,2500
82317,15898,20210
82318,18802,1478
82319,18802,4389
82320,27663,15547
82321,27663,5334
82322,27663,20615
82323,12465,10386
82324,12465,22139
82325,10743,15361
82326,10743,25138
82327,31327,19974
82328,31327,31597
82329,31327,17778
82330,3314,30081
82331,3314,9880
82332,3314,9708
82333,23631,9738
82334,23631,3325
82335,23631,2500
82336,23631,20210
82337,5151,30444
82338,5151,9965
82339,19119,20616
82340,19119,1034
82341,22935,27167
82342,30875,7490
82343,30875,13930
82344,23497,17243
82345,23497,9719
82346,25155,13576
82347,25155,12472
82348,25155,7878
82349,29274,9137
82350,29274,31597
82351,29274,30525
82352,14956,18223
82353,14956,7010
82354,14956,16062
82355,4389,1478
82356,20769,14019
82357,20769,14716
82358,20769,9259
82359,20769,24354
82360,1883,437
82361,25600,13824
82362,25600,16279
82363,25600,5058
82364,26201,20694
82365,26201,30123
82366,28275,12684
82367,28275,5354
82368,15276,10108
82369,8011,18075
82370,8011,20895
82371,8011,6955
82372,2318,30444
82373,2318,3813
82374,2318,17153
82375,10381,15547
82376,17439,29472
82377,17439,28001
82378,12203,5757
82379,12203,26703
82380,12203,22691
82381,27136,27167
82382,27136,14124
82383,27136,18989
82384,5334,15547
82385,5334,20615
82386,5334,5422
82387,31639,30468
82388,31639,13572
82389,31639,6961
82390,31639,18002
82391,5932,20848
82392,5932,17778
82393,5932,30955
82394,26703,5757
82395,26703,22691
82396,28781,12872
82397,28781,8431
82398,30614,19875
82399,30614,9221
82400,30614,5934
82401,25138,15361
82402,25138,29475
82403,25138,2217
82404,25138,17713
82405,10514,24867
82406,10514,32052
82407,10514,24430
82408,9880,30081
82409,9880,9708
82410,5354,12684
82411,12283,25288
82412,12283,29455
82413,13230,30444
82414,13230,6974
82415,8431,12872
82416,8431,27382
82417,27625,25982
82418,27625,22882
82419,27625,643
82420,29554,25982
82421,29554,22882
82422,25647,25982
82423,25647,10414
82424,25647,16422
82425,25647,24856
82426,4996,14695
82427,4996,23706
82428,4996,28366
82429,4996,23204
82430,14524,10099
82431,13930,18616
82432,13930,28784
82433,13930,44
82434,13930,12432
82435,3213,30444
82436,12091,10386
82437,16406,27167
82438,16406,13075
82439,16406,2921
82440,12472,13576
82441,5163,9109
82442,5163,3638
82443,5163,18540
82444,5163,28333
82445,12652,25982
82446,12652,20473
82447,12652,22419
82448,12652,16422
82449,12652,14086
82450,16355,24867
82451,16355,17633
82452,16355,28515
82453,12990,14695
82454,12990,15951
82455,2942,8076
82456,2942,20313
82457,29900,5328
82458,29900,17575
82459,17142,21785
82460,17142,9306
82461,12748,10099
82462,12748,7736
82463,4051,23319
82464,4051,10409
82465,4051,13770
82466,27322,12872
82467,17743,10386
82468,17743,11696
82469,17743,12204
82470,19590,21785
82471,19590,4656
82472,13654,9109
82473,13654,18989
82474,13654,25150
82475,16279,13824
82476,16279,9520
82477,16279,5058
82478,24170,20616
82479,30392,30081
82480,30392,20850
82481,28784,18616
82482,28784,12432
82483,3325,9738
82484,3325,30681
82485,3325,16662
82486,20473,25982
82487,20473,18644
82488,20473,22148
82489,17734,25982
82490,17734,5640
82491,17734,20305
82492,23782,10294
82493,23782,5370
82494,23782,28001
82495,23782,2073
82496,17458,12272
82497,9111,949
82498,9111,14099
82499,23706,14695
82500,23706,14988
82501,23706,28366
82502,23706,23204
82503,161,7490
82504,161,19101
82505,5370,10294
82506,5370,28001
82507,5370,25344
82508,5370,2073
82509,22310,10909
82510,22310,25195
82511,22310,2253
82512,18814,10386
82513,18814,10368
82514,429,20848
82515,429,30955
82516,30284,15361
82517,31461,19875
82518,31461,17066
82519,10545,12381
82520,10545,18692
82521,10545,15208
82522,10545,10826
82523,5646,30444
82524,5646,4656
82525,10409,23319
82526,10409,13770
82527,15635,17243
82528,29651,5757
82529,29651,10781
82530,7878,13576
82531,16594,9137
82532,16594,17249
82533,13075,1251
82534,13075,2921
82535,14278,31777
82536,28037,26152
82537,28037,31688
82538,9915,18223
82539,9915,30265
82540,9915,7010
82541,9915,16207
82542,29475,15361
82543,29475,11321
82544,29475,2217
82545,29475,17713
82546,22419,25982
82547,22419,16422
82548,30681,9738
82549,30681,16662
82550,12200,23528
82551,12200,26177
82552,3825,30856
82553,26005,3825
82554,26005,30808
82555,26005,8100
82556,26005,13890
82557,18692,12381
82558,23448,11245
82559,44,10108
82560,44,12432
82561,20313,8076
82562,20313,18705
82563,104,24942
82564,104,8399
82565,104,10327
82566,21160,30444
82567,21160,18687
82568,21160,21864
82569,14768,30444
82570,14768,8159
82571,13351,23319
82572,13351,11321
82573,13351,12765
82574,8800,2459
82575,8800,3910
82576,4656,21785
82577,20615,15547
82578,20615,29622
82579,12880,14932
82580,9480,31777
82581,9480,5527
82582,9480,5585
82583,16662,25288
82584,31597,9137
82585,31597,30525
82586,14124,9109
82587,14124,18540
82588,14124,25150
82589,29455,18616
82590,29455,5898
82591,3638,9109
82592,17778,19974
82593,11321,15361
82594,11321,2217
82595,20895,18075
82596,2362,24867
82597,2362,32052
82598,2362,24430
82599,30265,18223
82600,30265,7010
82601,30265,16207
82602,5131,23323
82603,2548,17243
82604,2548,7437
82605,25911,19974
82606,25911,17728
82607,27717,8076
82608,27717,4420
82609,27717,5066
82610,18644,25982
82611,18644,10414
82612,18644,9102
82613,18644,22148
82614,9965,30444
82615,9965,6365
82616,4723,30444
82617,4723,16081
82618,14988,14695
82619,14988,28366
82620,6173,437
82621,29438,1469
82622,10414,25982
82623,10414,9102
82624,1311,25288
82625,22035,4950
82626,28001,29472
82627,17633,24867
82628,17633,28515
82629,2203,12872
82630,3813,20616
82631,22135,21773
82632,22135,15603
82633,22135,12583
82634,13572,30468
82635,13572,9102
82636,18540,9109
82637,18540,25150
82638,2669,13791
82639,21437,25982
82640,21437,5640
82641,21437,8198
82642,21437,17167
82643,6491,15200
82644,30808,20848
82645,5527,21785
82646,7010,18223
82647,7010,16207
82648,7010,16062
82649,31688,26152
82650,18475,9109
82651,16564,1251
82652,16564,31391
82653,29124,14019
82654,17776,2459
82655,17776,15779
82656,17776,16102
82657,7573,13791
82658,7573,27780
82659,3885,28060
82660,3885,18581
82661,22139,14019
82662,22139,31252
82663,1034,20616
82664,12540,437
82665,12540,9550
82666,25707,18075
82667,25707,17334
82668,11870,32108
82669,11870,5347
82670,11870,23542
82671,2217,15361
82672,2217,17713
82673,12765,23319
82674,3830,30803
82675,28366,14695
82676,28366,23204
82677,20276,14932
82678,9676,26152
82679,24587,27167
82680,6955,1478
82681,18060,10783
82682,18060,4378
82683,30123,20694
82684,30123,5422
82685,30123,11449
82686,17334,18075
82687,17334,3910
82688,19293,17243
82689,9306,17319
82690,31391,27167
82691,9221,2191
82692,15043,12381
82693,15043,12825
82694,15043,2240
82695,14854,5328
82696,8100,3825
82697,8100,13890
82698,8100,23646
82699,8100,27726
82700,10368,10386
82701,10368,11696
82702,5347,32108
82703,5347,23542
82704,5347,27103
82705,19513,19875
82706,19513,17066
82707,19513,20211
82708,19513,8625
82709,14716,18223
82710,14716,9259
82711,14716,3574
82712,5640,25982
82713,25113,2589
82714,22616,17319
82715,17066,19875
82716,7039,21785
82717,7039,8487
82718,7039,9875
82719,18174,11245
82720,2930,23319
82721,2930,5685
82722,10623,24867
82723,11386,10783
82724,11386,11696
82725,30955,20848
82726,9415,28538
82727,9415,361
82728,11715,32108
82729,14099,6403
82730,9520,13824
82731,9520,5058
82732,17249,19974
82733,8294,8076
82734,8294,4420
82735,16668,13702
82736,17713,15361
82737,8159,30444
82738,20672,21785
82739,8399,24942
82740,8399,28515
82741,24005,1995
82742,5934,19875
82743,16289,25982
82744,16289,26314
82745,16289,14086
82746,18989,9109
82747,25344,17319
82748,25344,22882
82749,26177,25345
82750,26177,23519
82751,23204,14695
82752,12432,18616
82753,7886,30627
82754,28039,24867
82755,28039,238
82756,8198,28060
82757,17575,13702
82758,7968,12872
82759,23519,23528
82760,5422,20694
82761,5422,29622
82762,12182,30444
82763,12182,19512
82764,12182,19101
82765,12182,6974
82766,11449,20694
82767,5685,10783
82768,4420,8076
82769,4420,18705
82770,25150,9109
82771,2073,10294
82772,2073,27103
82773,5730,18223
82774,5730,9259
82775,9259,18223
82776,9259,24354
82777,20305,25982
82778,10327,24942
82779,3379,2589
82780,3379,27780
82781,23542,32108
82782,23542,27103
82783,27840,20920
82784,21341,10027
82785,21341,22691
82786,18630,1995
82787,25195,10909
82788,29473,20616
82789,22882,25982
82790,22882,643
82791,12970,28764
82792,29622,20694
82793,19512,31777
82794,26314,25982
82795,27120,15361
82796,23055,2624
82797,31088,12684
82798,2921,1251
82799,16422,25982
82800,16422,9112
82801,23965,13702
82802,32052,24867
82803,32052,24430
82804,5585,30444
82805,22448,17243
82806,22448,17104
82807,7437,17243
82808,361,28538
82809,361,7696
82810,11152,21773
82811,11152,15603
82812,12095,20694
82813,24856,30468
82814,24856,6961
82815,24856,23251
82816,24856,9102
82817,17153,30444
82818,15951,25982
82819,16081,30444
82820,6961,30468
82821,6961,23251
82822,6961,18002
82823,27382,1950
82824,5058,13824
82825,17104,17243
82826,2500,31777
82827,2500,20210
82828,18705,8076
82829,18705,10095
82830,22946,30081
82831,22946,20850
82832,14086,25982
82833,22311,25345
82834,23251,25982
82835,9102,30468
82836,9708,30081
82837,31901,2191
82838,31901,21358
82839,31901,5315
82840,31901,6224
82841,12778,13791
82842,12778,23176
82843,643,10294
82844,28194,12272
82845,28194,3737
82846,19101,7490
82847,17167,13791
82848,17167,23176
82849,17167,27828
82850,3910,2459
82851,11696,10386
82852,11696,12204
82853,13890,3825
82854,13890,27726
82855,31252,14019
82856,15779,2459
82857,16207,18223
82858,9703,12655
82859,9703,17907
82860,9703,31530
82861,22148,25982
82862,14067,30081
82863,9112,25982
82864,2224,23528
82865,13770,23319
82866,6365,30444
82867,30525,9137
82868,6974,30444
82869,3291,1251
82870,23646,3825
82871,23646,27726
82872,12204,10386
82873,4892,1950
82874,18002,30468
82875,18002,8487
82876,16062,18223
82877,7696,28538
82878,7696,20112
82879,3574,18223
82880,17728,19974
82881,22357,10386
82882,5898,18616
82883,3737,949
82884,23176,13791
82885,27828,10027
82886,21506,20694
82887,10095,8076
82888,3394,28538
82889,7736,10099
82890,16102,12523
82891,28139,4261
82892,20850,30081
82893,22691,12381
82894,10828,8557
82895,20210,9738
82896,9719,17243
82897,28333,9109
82898,28333,3665
82899,4378,4261
82900,2380,30081
82901,3665,9109
82902,10742,5757
82903,10742,25089
82904,10742,7032
82905,2253,10909
82906,27780,2589
82907,27726,3825
82908,15603,21773
82909,9550,437
82910,8487,21785
82911,11173,18223
82912,24354,14019
82913,10781,5757
82914,28515,24867
82915,27103,32108
82916,5066,13576
82917,20112,28538
82918,18687,30444
82919,18581,28060
82920,11081,14932
82921,21864,30444
82922,7335,24942
82923,12583,21773
82924,9875,21785
82925,24430,24867
82926,238,24867
82927,15208,12381
82928,15208,10762
82929,15208,10826
82930,9202,6201
82931,3437,9202
82932,3437,25244
82933,3437,15388
82934,3437,11332
82935,3437,6658
82936,7256,3437
82937,7256,14980
